CWindow CThreshold FWindow Mean_FSD(cm) SD_FSD(cm) Mean_SWE(mm) SD_SWE(mm)
(3,3) 0 (45,45) 19.07123 0.10515803 13.349861 0.07361066
(3,3) 0 (47,47) 18.99575 0.124391116 13.297024 0.08707385
(3,3) 0 (49,49) 18.95856 0.15109216 13.270992 0.10576456
(3,3) 0 (51,51) 19.006893 0.1713983 13.304825 0.1199786
(3,3) 0 (53,53) 19.139994 0.21715355 13.397996 0.15200771
(3,3) 0 (55,55) 19.273771 0.22125012 13.49164 0.15487501
(3,3) 0 (57,57) 19.330128 0.155878 13.531088 0.10911449
(3,3) 0 (59,59) 19.276148 0.13153939 13.493305 0.09207762
(3,3) 0 (61,61) 19.156918 0.10420396 13.4098425 0.07294241
(3,3) 0 (63,63) 19.03964 0.07721917 13.327748 0.05405303
(3,3) 0 (65,65) 18.925362 0.095285006 13.247753 0.066699736
